site_name,site_code,New_taxon,block,trt,year_trt,max_cover,year
Kellogg Biological Station (KBS),kell_dn.us,Potentilla_recta,3,Disturbance,T0,2,2021
Kellogg Biological Station (KBS),kell_dn.us,Potentilla_recta,2,Disturbance,T1,1,2022
Kellogg Biological Station (KBS),kell_dn.us,Potentilla_recta,2,Disturbance,T3,1,2024
Stoderzinken,stod_dn.at,Primula_elatior,1,Disturbance,T0,1,2023
Stoderzinken,stod_dn.at,Primula_elatior,3,Disturbance,T0,2,2023
Stoderzinken,stod_dn.at,Primula_elatior,3,Control,T0,2,2023
Wytham Woods,wyth_dn.uk,Primula_veris,2,Control,T0,2,2021
Wytham Woods,wyth_dn.uk,Primula_veris,4,Control,T0,2,2021
Wytham Woods,wyth_dn.uk,Primula_veris,2,Control,T1,2,2022
Wytham Woods,wyth_dn.uk,Primula_veris,3,Control,T1,1,2022
Wytham Woods,wyth_dn.uk,Primula_veris,2,Control,T2,4,2023
Wytham Woods,wyth_dn.uk,Primula_veris,4,Control,T2,3,2023
Wytham Woods,wyth_dn.uk,Primula_veris,2,Control,T3,1,2024
Ladybird Johnson Wildflower Center,ljwc_dn.us,Prosopis_glandulosa,1,Control,T0,1,2022
Ladybird Johnson Wildflower Center,ljwc_dn.us,Prosopis_glandulosa,2,NPK,T0,1,2022
Ladybird Johnson Wildflower Center,ljwc_dn.us,Prosopis_glandulosa,1,Control,T1,2,2023
Ladybird Johnson Wildflower Center,ljwc_dn.us,Prosopis_glandulosa,2,NPK,T1,7,2023
Cary IES,cary_dn.us,Prunus_serotina,3,Control,T2,1,2024
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,1,Disturbance,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,2,NPK,T0,1,2020
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,2,Control,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,3,Control,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,5,NPK,T0,1,2020
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,1,Disturbance,T1,6,2021
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,2,NPK,T1,1,2021
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,2,Control,T1,1,2021
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,3,Control,T1,7,2021
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,3,Disturbance,T1,2,2021
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,1,Disturbance,T2,10,2022
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,2,Control,T2,1,2022
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,3,Disturbance,T2,1,2022
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,1,Disturbance,T3,0.1,2023
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,2,Control,T3,0.1,2023
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_acris,3,Control,T3,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_acris,1,Control,T3,1,2024
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,NPK,T0,17,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Disturbance,T0,4,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Control,T0,2,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Disturbance,T0,3,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Control,T0,6,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,NPK,T0,14,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,NPK,T0,5,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,Disturbance,T0,1,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,Control,T0,4,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,4,Control,T0,2,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,4,NPK,T0,15,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,4,Disturbance,T0,3,2020
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,NPK,T1,1,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Disturbance,T1,15,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Control,T1,3,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Disturbance,T1,5,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Control,T1,7,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,NPK,T1,7,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,NPK,T1,3,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,Disturbance,T1,12,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,Control,T1,3,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,4,NPK,T1,9,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,4,Disturbance,T1,15,2021
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,NPK,T2,0.5,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Disturbance,T2,8,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Control,T2,2,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Disturbance,T2,2,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Control,T2,5,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,NPK,T2,5,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,NPK,T2,2,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,Disturbance,T2,4,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,Control,T2,4,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,4,NPK,T2,3,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,4,Disturbance,T2,3,2022
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,NPK,T3,1,2023
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Disturbance,T3,12,2023
Agroscope Changins,chan_dn.ch,Ranunculus_acris,1,Control,T3,4,2023
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Disturbance,T3,4,2023
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,Control,T3,2,2023
Agroscope Changins,chan_dn.ch,Ranunculus_acris,2,NPK,T3,4,2023
Agroscope Changins,chan_dn.ch,Ranunculus_acris,3,Control,T3,4,2023
Churning Rapids,chur_dn.us,Ranunculus_acris,1,Control,T0,3,2021
Kniezenberg,kzbg_dn.at,Ranunculus_acris,2,NPK,T0,1,2022
Kniezenberg,kzbg_dn.at,Ranunculus_acris,2,Disturbance,T0,2,2022
Kniezenberg,kzbg_dn.at,Ranunculus_acris,1,NPK,T1,1,2023
Kniezenberg,kzbg_dn.at,Ranunculus_acris,2,Control,T2,1,2024
Meranges,mera_dn.es,Ranunculus_acris,1,Control,T0,3,2021
Meranges,mera_dn.es,Ranunculus_acris,1,NPK,T0,1,2021
Meranges,mera_dn.es,Ranunculus_acris,3,Control,T0,1,2021
Meranges,mera_dn.es,Ranunculus_acris,3,NPK,T0,1,2021
Meranges,mera_dn.es,Ranunculus_acris,1,Control,T1,0.5,2022
Meranges,mera_dn.es,Ranunculus_acris,1,Disturbance,T1,1,2022
Meranges,mera_dn.es,Ranunculus_acris,2,Control,T1,3,2022
Meranges,mera_dn.es,Ranunculus_acris,2,Disturbance,T1,1,2022
Meranges,mera_dn.es,Ranunculus_acris,3,Control,T1,1,2022
Meranges,mera_dn.es,Ranunculus_acris,3,NPK,T1,0.5,2022
Meranges,mera_dn.es,Ranunculus_acris,1,Control,T2,6,2023
Meranges,mera_dn.es,Ranunculus_acris,1,Disturbance,T2,1,2023
Meranges,mera_dn.es,Ranunculus_acris,1,NPK,T2,1,2023
Meranges,mera_dn.es,Ranunculus_acris,2,Control,T2,3,2023
Meranges,mera_dn.es,Ranunculus_acris,3,Control,T2,2,2023
Meranges,mera_dn.es,Ranunculus_acris,3,Disturbance,T2,3,2023
Meranges,mera_dn.es,Ranunculus_acris,3,NPK,T2,10,2023
Meranges,mera_dn.es,Ranunculus_acris,1,Control,T3,2,2024
Meranges,mera_dn.es,Ranunculus_acris,1,Disturbance,T3,1,2024
Meranges,mera_dn.es,Ranunculus_acris,1,NPK,T3,4,2024
Meranges,mera_dn.es,Ranunculus_acris,2,Control,T3,23,2024
Meranges,mera_dn.es,Ranunculus_acris,2,Disturbance,T3,4,2024
Meranges,mera_dn.es,Ranunculus_acris,2,NPK,T3,2,2024
Meranges,mera_dn.es,Ranunculus_acris,3,Control,T3,14,2024
Meranges,mera_dn.es,Ranunculus_acris,3,Disturbance,T3,3,2024
Meranges,mera_dn.es,Ranunculus_acris,3,NPK,T3,6,2024
Stoderzinken,stod_dn.at,Ranunculus_acris,3,Disturbance,T0,1,2023
Stoderzinken,stod_dn.at,Ranunculus_acris,3,Control,T0,1,2023
Stoderzinken,stod_dn.at,Ranunculus_acris,4,Control,T0,1,2023
Stoderzinken,stod_dn.at,Ranunculus_acris,4,Disturbance,T0,7,2023
WSL,wald_dn.ch,Ranunculus_acris,1,NPK,T0,5,2020
WSL,wald_dn.ch,Ranunculus_acris,2,NPK,T0,2,2020
WSL,wald_dn.ch,Ranunculus_acris,2,Disturbance,T0,3,2020
WSL,wald_dn.ch,Ranunculus_acris,3,Control,T0,6,2020
WSL,wald_dn.ch,Ranunculus_acris,3,NPK,T0,5,2020
WSL,wald_dn.ch,Ranunculus_acris,3,Disturbance,T0,4,2020
WSL,wald_dn.ch,Ranunculus_acris,1,NPK,T1,1,2021
WSL,wald_dn.ch,Ranunculus_acris,2,Control,T1,7,2021
WSL,wald_dn.ch,Ranunculus_acris,2,NPK,T1,9,2021
WSL,wald_dn.ch,Ranunculus_acris,3,Control,T1,5,2021
WSL,wald_dn.ch,Ranunculus_acris,3,NPK,T1,18,2021
WSL,wald_dn.ch,Ranunculus_acris,3,Disturbance,T1,3,2021
WSL,wald_dn.ch,Ranunculus_acris,2,Control,T2,1,2022
WSL,wald_dn.ch,Ranunculus_acris,2,NPK,T2,1,2022
WSL,wald_dn.ch,Ranunculus_acris,3,Control,T2,3,2022
WSL,wald_dn.ch,Ranunculus_acris,3,NPK,T2,1,2022
WSL,wald_dn.ch,Ranunculus_acris,3,Disturbance,T2,2,2022
WSL,wald_dn.ch,Ranunculus_acris,2,Control,T3,3,2023
WSL,wald_dn.ch,Ranunculus_acris,2,NPK,T3,0.1,2023
WSL,wald_dn.ch,Ranunculus_acris,3,Control,T3,1,2023
Wytham Woods,wyth_dn.uk,Ranunculus_acris,1,NPK,T0,5,2021
Wytham Woods,wyth_dn.uk,Ranunculus_acris,1,Control,T0,2,2021
Wytham Woods,wyth_dn.uk,Ranunculus_acris,4,NPK,T0,1,2021
Wytham Woods,wyth_dn.uk,Ranunculus_acris,1,Control,T1,1,2022
Wytham Woods,wyth_dn.uk,Ranunculus_acris,3,Control,T2,1,2023
Wytham Woods,wyth_dn.uk,Ranunculus_acris,3,Control,T3,1,2024
Wytham Woods,wyth_dn.uk,Ranunculus_acris,4,NPK,T3,1,2024
Wytham Woods,wyth_dn.uk,Ranunculus_acris,4,Disturbance,T3,1,2024
Wytham Woods,wyth_dn.uk,Ranunculus_acris,5,NPK,T3,1,2024
Wytham Woods,wyth_dn.uk,Ranunculus_acris,5,Disturbance,T3,1,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_bulbosus,1,NPK,T1,2,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_bulbosus,2,Disturbance,T1,1,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_bulbosus,3,NPK,T1,1,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_bulbosus,2,Disturbance,T2,2,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_bulbosus,2,Control,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_bulbosus,3,Disturbance,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Ranunculus_bulbosus,1,NPK,T3,5,2024
Agroscope Changins,chan_dn.ch,Ranunculus_bulbosus,4,NPK,T0,0.1,2020
Morella la Vella,more_dn.es,Ranunculus_bulbosus,3,Disturbance,T0,1,2022
Stoderzinken,stod_dn.at,Ranunculus_bulbosus,2,Control,T0,3,2023
Wytham Woods,wyth_dn.uk,Ranunculus_bulbosus,4,Control,T0,2,2021
Wytham Woods,wyth_dn.uk,Ranunculus_bulbosus,4,Control,T1,1,2022
Wytham Woods,wyth_dn.uk,Ranunculus_bulbosus,2,NPK,T3,1,2024
Wytham Woods,wyth_dn.uk,Ranunculus_bulbosus,2,Disturbance,T3,1,2024
Wytham Woods,wyth_dn.uk,Ranunculus_bulbosus,5,Disturbance,T3,1,2024
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,3,Disturbance,T0,1,2022
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,1,Disturbance,T1,2,2023
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,1,Disturbance,T1,1,2023
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,2,Disturbance,T1,1,2023
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,3,Disturbance,T1,1,2023
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,3,Disturbance,T1,1,2023
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,1,Disturbance,T2,3,2024
Ainsdale Dune Slacks,ains_dn.uk,Ranunculus_repens,2,Disturbance,T2,6,2024
Algaida,alga_dn.es,Ranunculus_repens,1,Disturbance,T3,2,2023
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_repens,3,Control,T0,3,2020
Bayreuth DRAGNet,bayr_dn.de,Ranunculus_repens,5,NPK,T1,0.1,2021
Kniezenberg,kzbg_dn.at,Ranunculus_repens,2,Disturbance,T1,1,2023
Kniezenberg,kzbg_dn.at,Ranunculus_repens,3,Disturbance,T1,1,2023
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,1,NPK,T0,2,2022
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,2,NPK,T0,1,2022
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,3,Disturbance,T0,1,2022
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,3,Control,T0,1,2022
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,1,Disturbance,T1,45,2023
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,3,Disturbance,T1,50,2023
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,1,Disturbance,T2,2,2024
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,1,NPK,T2,25,2024
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,2,Control,T2,1,2024
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,2,Disturbance,T2,22,2024
Hazelrigg,lancaster_dn.uk,Ranunculus_repens,3,Control,T2,2,2024
Lublin,lubl_dn.pl,Ranunculus_repens,1,Disturbance,T0,1,2021
Lublin,lubl_dn.pl,Ranunculus_repens,3,Control,T0,5,2021
Lublin,lubl_dn.pl,Ranunculus_repens,3,NPK,T0,1,2021
Lublin,lubl_dn.pl,Ranunculus_repens,1,Disturbance,T1,2,2022
Lublin,lubl_dn.pl,Ranunculus_repens,3,Control,T1,0.2,2022
Stoderzinken,stod_dn.at,Ranunculus_repens,4,Control,T0,3,2023
Wytham Woods,wyth_dn.uk,Ranunculus_repens,1,Control,T0,1,2021
Wytham Woods,wyth_dn.uk,Ranunculus_repens,1,NPK,T1,0.1,2022
Wytham Woods,wyth_dn.uk,Ranunculus_repens,1,Control,T1,2,2022
Wytham Woods,wyth_dn.uk,Ranunculus_repens,1,Disturbance,T1,0.1,2022
Wytham Woods,wyth_dn.uk,Ranunculus_repens,4,Disturbance,T1,1,2022
Wytham Woods,wyth_dn.uk,Ranunculus_repens,5,Disturbance,T1,0.5,2022
Ladybird Johnson Wildflower Center,ljwc_dn.us,Ratibida_columnifera,1,Disturbance,T1,1,2023
Stoderzinken,stod_dn.at,Rhinanthus_minor,1,Control,T0,1,2023
Wytham Woods,wyth_dn.uk,Rhinanthus_minor,5,NPK,T0,4,2021
Wytham Woods,wyth_dn.uk,Rhinanthus_minor,4,Disturbance,T1,0.5,2022
Wytham Woods,wyth_dn.uk,Rhinanthus_minor,5,NPK,T1,5,2022
Wytham Woods,wyth_dn.uk,Rhinanthus_minor,5,NPK,T2,5,2023
Wytham Woods,wyth_dn.uk,Rhinanthus_minor,5,NPK,T3,1,2024
Piedmont Prairie,pied_dn.us,Rhus_copallinum,4,Disturbance,T1,0.2,2023
Bad Lauchstaedt,badlau_dn.de,Rosa_canina,1,Disturbance,T0,0.5,2021
Bad Lauchstaedt,badlau_dn.de,Rosa_canina,3,NPK,T0,0.5,2021
Wytham Woods,wyth_dn.uk,Rosa_canina,1,Disturbance,T0,1,2021
Wytham Woods,wyth_dn.uk,Rosa_canina,2,Disturbance,T0,1,2021
Wytham Woods,wyth_dn.uk,Rosa_canina,3,Disturbance,T0,2,2021
Wytham Woods,wyth_dn.uk,Rosa_canina,3,NPK,T0,2,2021
Wytham Woods,wyth_dn.uk,Rosa_canina,4,NPK,T0,1,2021
Wytham Woods,wyth_dn.uk,Rosa_canina,1,Disturbance,T1,0.1,2022
Wytham Woods,wyth_dn.uk,Rosa_canina,1,Disturbance,T2,3,2023
Cary IES,cary_dn.us,Rosa_multiflora,3,NPK,T0,5,2022
Cary IES,cary_dn.us,Rosa_multiflora,5,Disturbance,T0,2,2022
Cary IES,cary_dn.us,Rosa_multiflora,5,Control,T0,1,2022
Cary IES,cary_dn.us,Rosa_multiflora,3,NPK,T1,15,2023
Cary IES,cary_dn.us,Rosa_multiflora,5,Control,T1,15,2023
Cary IES,cary_dn.us,Rosa_multiflora,3,NPK,T2,4,2024
Izaak Walton League of America (IWLA),iwla_dn.us,Rosa_multiflora,1,Disturbance,T0,3,2022
Izaak Walton League of America (IWLA),iwla_dn.us,Rosa_multiflora,3,NPK,T0,25,2022
Izaak Walton League of America (IWLA),iwla_dn.us,Rosa_multiflora,1,Disturbance,T1,1,2023
Izaak Walton League of America (IWLA),iwla_dn.us,Rosa_multiflora,3,NPK,T1,30,2023
WSL,wald_dn.ch,Rumex_obtusifolius,2,Control,T3,3,2023
Fowlers Gap,fowl_dn.au,Salsola_kali,1,Control,T1,4,2023
Fowlers Gap,fowl_dn.au,Salsola_kali,1,Disturbance,T1,1,2023
Fowlers Gap,fowl_dn.au,Salsola_kali,2,Disturbance,T1,1,2023
Fowlers Gap,fowl_dn.au,Salsola_kali,2,Control,T1,0.5,2023
Fowlers Gap,fowl_dn.au,Salsola_kali,3,Disturbance,T1,2,2023
Fowlers Gap,fowl_dn.au,Salsola_kali,3,NPK,T1,1,2023
Fowlers Gap,fowl_dn.au,Salsola_kali,4,NPK,T1,5,2023
Sandflats,sdft_dn.us,Salsola_kali,1,Disturbance,T0,0.5,2021
Sandflats,sdft_dn.us,Salsola_kali,2,Disturbance,T1,0.5,2022
Sandflats,sdft_dn.us,Salsola_kali,1,Disturbance,T3,0.5,2024
Churning Rapids,chur_dn.us,Solidago_altissima,1,NPK,T2,2,2023
Churning Rapids,chur_dn.us,Solidago_altissima,1,Control,T2,7,2023
Churning Rapids,chur_dn.us,Solidago_altissima,2,Control,T2,2,2023
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,1,Control,T0,45,2022
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,1,NPK,T0,40,2022
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,1,Disturbance,T0,2,2022
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,2,NPK,T0,1,2022
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,2,Control,T0,0.5,2022
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,1,Control,T1,30,2023
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,1,NPK,T1,45,2023
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,2,NPK,T1,1,2023
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,2,Disturbance,T1,2,2023
Izaak Walton League of America (IWLA),iwla_dn.us,Solidago_altissima,3,Disturbance,T1,1,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,Disturbance,T0,70,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,NPK,T0,65,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,Control,T0,50,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Control,T0,50,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,NPK,T0,75,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Disturbance,T0,50,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Control,T0,75,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,NPK,T0,40,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Disturbance,T0,80,2021
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,Disturbance,T1,40,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,NPK,T1,60,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,Control,T1,10,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Control,T1,50,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,NPK,T1,85,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Disturbance,T1,4,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Control,T1,60,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,NPK,T1,75,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Disturbance,T1,1,2022
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,Disturbance,T2,2,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,NPK,T2,40,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,Control,T2,5,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Control,T2,20,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,NPK,T2,75,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Disturbance,T2,1,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Control,T2,60,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,NPK,T2,65,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Disturbance,T2,3,2023
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,Disturbance,T3,2,2024
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,1,NPK,T3,6,2024
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Control,T3,2,2024
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,NPK,T3,50,2024
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,2,Disturbance,T3,2,2024
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Control,T3,5,2024
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,NPK,T3,4,2024
Kellogg Biological Station (KBS),kell_dn.us,Solidago_altissima,3,Disturbance,T3,3,2024
Konza LTER DRAGNet,konz_dn.us,Solidago_altissima,3,Control,T0,5,2022
Konza LTER DRAGNet,konz_dn.us,Solidago_altissima,3,NPK,T0,2,2022
Konza LTER DRAGNet,konz_dn.us,Solidago_altissima,4,NPK,T0,3,2022
Konza LTER DRAGNet,konz_dn.us,Solidago_altissima,5,Control,T0,2,2022
Konza LTER DRAGNet,konz_dn.us,Solidago_altissima,5,NPK,T0,2,2022
LSU Botanical Garden,lsbg_dn.us,Solidago_altissima,2,NPK,T0,1,2021
LSU Botanical Garden,lsbg_dn.us,Solidago_altissima,2,NPK,T1,5,2022
LSU Botanical Garden,lsbg_dn.us,Solidago_altissima,2,Disturbance,T1,2,2022
LSU Botanical Garden,lsbg_dn.us,Solidago_altissima,3,Disturbance,T1,1,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,1,NPK,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,1,Disturbance,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,1,Control,T0,95,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,2,NPK,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,2,Disturbance,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,2,Control,T0,100,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,3,NPK,T0,95,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,3,Disturbance,T0,100,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,3,Control,T0,99,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,4,NPK,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,4,Disturbance,T0,95,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,4,Control,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,5,NPK,T0,100,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,5,Disturbance,T0,100,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,5,Control,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,6,NPK,T0,100,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,6,Disturbance,T0,80,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,6,Control,T0,90,2021
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,1,NPK,T1,95,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,1,Control,T1,100,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,2,NPK,T1,90,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,2,Control,T1,100,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,3,NPK,T1,100,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,3,Control,T1,90,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,4,NPK,T1,99,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,4,Disturbance,T1,1,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,4,Control,T1,90,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,5,NPK,T1,100,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,5,Control,T1,85,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,6,NPK,T1,100,2022
GCE LTER - Sapelo Island,sape_dn.us,Spartina_alterniflora,6,Control,T1,95,2022
Shortgrass Steppe LTER,sgs_dn.us,Sphaeralcea_coccinea,1,Disturbance,T0,10,2021
Shortgrass Steppe LTER,sgs_dn.us,Sphaeralcea_coccinea,1,Control,T0,2,2021
