Taxon,Taxon_site,RE,RE_se,model,time_period,experiment,ID,site_name,Demo_trait,Demo_value,New_demo_trait,hypoth
Cerastium_fontanum,Cerastium_fontanum_Stoderzinken,-2.71,0.367,Ordbeta,T0-T3,DIST,1,Stoderzinken,age_repro,2.428571428571429,Age at first reproduction,H2
Cerastium_fontanum,Cerastium_fontanum_Stoderzinken,-2.71,0.367,Ordbeta,T0-T3,DIST,1,Stoderzinken,percapita_repro,92.08,Per capita reproduction,H1
Cerastium_fontanum,Cerastium_fontanum_Wytham Woods,-2.731,0.208,Ordbeta,T0-T3,DIST,1,Wytham Woods,FirstStepAtt,0.06747272390385081,First step attenuation,H3
Cerastium_fontanum,Cerastium_fontanum_Wytham Woods,-2.731,0.208,Ordbeta,T0-T3,DIST,1,Wytham Woods,Lambda,NA,Population growth rate,H4
Cerastium_fontanum,Cerastium_fontanum_Wytham Woods,-2.731,0.208,Ordbeta,T0-T3,DIST,1,Wytham Woods,R0,4.565200000000001,Net reproductive rate,H1
Cerastium_fontanum,Cerastium_fontanum_Wytham Woods,-2.731,0.208,Ordbeta,T0-T3,DIST,1,Wytham Woods,Reactivity,20.64082530586905,Reactivity,H3
Cerastium_fontanum,Cerastium_fontanum_Wytham Woods,-2.731,0.208,Ordbeta,T0-T3,DIST,1,Wytham Woods,T_generation,1.005061672121481,Generation time,H2
Cerastium_fontanum,Cerastium_fontanum_Wytham Woods,-2.731,0.208,Ordbeta,T0-T3,DIST,1,Wytham Woods,age_repro,2.428571428571429,Age at first reproduction,H2
Cerastium_fontanum,Cerastium_fontanum_Wytham Woods,-2.731,0.208,Ordbeta,T0-T3,DIST,1,Wytham Woods,percapita_repro,92.08,Per capita reproduction,H1
Cirsium_arvense,Cirsium_arvense_Bad Lauchstaedt,-2.34,0.239,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,FirstStepAtt,0.03582886143808612,First step attenuation,H3
Cirsium_arvense,Cirsium_arvense_Bad Lauchstaedt,-2.34,0.239,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Lambda,NA,Population growth rate,H4
Cirsium_arvense,Cirsium_arvense_Bad Lauchstaedt,-2.34,0.239,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,R0,25.252242926155972,Net reproductive rate,H1
Cirsium_arvense,Cirsium_arvense_Bad Lauchstaedt,-2.34,0.239,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Reactivity,58.34730085192325,Reactivity,H3
Cirsium_arvense,Cirsium_arvense_Bad Lauchstaedt,-2.34,0.239,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,T_generation,2.1605465557061305,Generation time,H2
Cirsium_arvense,Cirsium_arvense_Bad Lauchstaedt,-2.34,0.239,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,age_repro,3.1980676328502415,Age at first reproduction,H2
Cirsium_arvense,Cirsium_arvense_Bad Lauchstaedt,-2.34,0.239,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,percapita_repro,227.69000000000003,Per capita reproduction,H1
Cirsium_arvense,Cirsium_arvense_Blandy Experimental Farm,-1.267,0.333,Ordbeta,T0-T3,DIST,1,Blandy Experimental Farm,FirstStepAtt,0.03582886143808612,First step attenuation,H3
Cirsium_arvense,Cirsium_arvense_Blandy Experimental Farm,-1.267,0.333,Ordbeta,T0-T3,DIST,1,Blandy Experimental Farm,Lambda,NA,Population growth rate,H4
Cirsium_arvense,Cirsium_arvense_Blandy Experimental Farm,-1.267,0.333,Ordbeta,T0-T3,DIST,1,Blandy Experimental Farm,R0,25.252242926155972,Net reproductive rate,H1
Cirsium_arvense,Cirsium_arvense_Blandy Experimental Farm,-1.267,0.333,Ordbeta,T0-T3,DIST,1,Blandy Experimental Farm,Reactivity,58.34730085192325,Reactivity,H3
Cirsium_arvense,Cirsium_arvense_Blandy Experimental Farm,-1.267,0.333,Ordbeta,T0-T3,DIST,1,Blandy Experimental Farm,T_generation,2.1605465557061305,Generation time,H2
Cirsium_arvense,Cirsium_arvense_Blandy Experimental Farm,-1.267,0.333,Ordbeta,T0-T3,DIST,1,Blandy Experimental Farm,age_repro,3.1980676328502415,Age at first reproduction,H2
Cirsium_arvense,Cirsium_arvense_Blandy Experimental Farm,-1.267,0.333,Ordbeta,T0-T3,DIST,1,Blandy Experimental Farm,percapita_repro,227.69000000000003,Per capita reproduction,H1
Cirsium_arvense,Cirsium_arvense_Hazelrigg,-2.514,0.341,Ordbeta,T0-T3,DIST,1,Hazelrigg,FirstStepAtt,0.03582886143808612,First step attenuation,H3
Cirsium_arvense,Cirsium_arvense_Hazelrigg,-2.514,0.341,Ordbeta,T0-T3,DIST,1,Hazelrigg,Lambda,NA,Population growth rate,H4
Cirsium_arvense,Cirsium_arvense_Hazelrigg,-2.514,0.341,Ordbeta,T0-T3,DIST,1,Hazelrigg,R0,25.252242926155972,Net reproductive rate,H1
Cirsium_arvense,Cirsium_arvense_Hazelrigg,-2.514,0.341,Ordbeta,T0-T3,DIST,1,Hazelrigg,Reactivity,58.34730085192325,Reactivity,H3
Cirsium_arvense,Cirsium_arvense_Hazelrigg,-2.514,0.341,Ordbeta,T0-T3,DIST,1,Hazelrigg,T_generation,2.1605465557061305,Generation time,H2
Cirsium_arvense,Cirsium_arvense_Hazelrigg,-2.514,0.341,Ordbeta,T0-T3,DIST,1,Hazelrigg,age_repro,3.1980676328502415,Age at first reproduction,H2
Cirsium_arvense,Cirsium_arvense_Hazelrigg,-2.514,0.341,Ordbeta,T0-T3,DIST,1,Hazelrigg,percapita_repro,227.69000000000003,Per capita reproduction,H1
Cirsium_arvense,Cirsium_arvense_Jena,-2.199,0.543,Ordbeta,T0-T3,DIST,1,Jena,FirstStepAtt,0.03582886143808612,First step attenuation,H3
Cirsium_arvense,Cirsium_arvense_Jena,-2.199,0.543,Ordbeta,T0-T3,DIST,1,Jena,Lambda,NA,Population growth rate,H4
Cirsium_arvense,Cirsium_arvense_Jena,-2.199,0.543,Ordbeta,T0-T3,DIST,1,Jena,R0,25.252242926155972,Net reproductive rate,H1
Cirsium_arvense,Cirsium_arvense_Jena,-2.199,0.543,Ordbeta,T0-T3,DIST,1,Jena,Reactivity,58.34730085192325,Reactivity,H3
Cirsium_arvense,Cirsium_arvense_Jena,-2.199,0.543,Ordbeta,T0-T3,DIST,1,Jena,T_generation,2.1605465557061305,Generation time,H2
Cirsium_arvense,Cirsium_arvense_Jena,-2.199,0.543,Ordbeta,T0-T3,DIST,1,Jena,age_repro,3.1980676328502415,Age at first reproduction,H2
Cirsium_arvense,Cirsium_arvense_Jena,-2.199,0.543,Ordbeta,T0-T3,DIST,1,Jena,percapita_repro,227.69000000000003,Per capita reproduction,H1
Cirsium_arvense,Cirsium_arvense_Lublin,-2.165,0.389,Ordbeta,T0-T3,DIST,1,Lublin,FirstStepAtt,0.03582886143808612,First step attenuation,H3
Cirsium_arvense,Cirsium_arvense_Lublin,-2.165,0.389,Ordbeta,T0-T3,DIST,1,Lublin,Lambda,NA,Population growth rate,H4
Cirsium_arvense,Cirsium_arvense_Lublin,-2.165,0.389,Ordbeta,T0-T3,DIST,1,Lublin,R0,25.252242926155972,Net reproductive rate,H1
Cirsium_arvense,Cirsium_arvense_Lublin,-2.165,0.389,Ordbeta,T0-T3,DIST,1,Lublin,Reactivity,58.34730085192325,Reactivity,H3
Cirsium_arvense,Cirsium_arvense_Lublin,-2.165,0.389,Ordbeta,T0-T3,DIST,1,Lublin,T_generation,2.1605465557061305,Generation time,H2
Cirsium_arvense,Cirsium_arvense_Lublin,-2.165,0.389,Ordbeta,T0-T3,DIST,1,Lublin,age_repro,3.1980676328502415,Age at first reproduction,H2
Cirsium_arvense,Cirsium_arvense_Lublin,-2.165,0.389,Ordbeta,T0-T3,DIST,1,Lublin,percapita_repro,227.69000000000003,Per capita reproduction,H1
Cirsium_arvense,Cirsium_arvense_Oak Lake Field Station,-2.612,0.311,Ordbeta,T0-T3,DIST,1,Oak Lake Field Station,FirstStepAtt,0.03582886143808612,First step attenuation,H3
Cirsium_arvense,Cirsium_arvense_Oak Lake Field Station,-2.612,0.311,Ordbeta,T0-T3,DIST,1,Oak Lake Field Station,Lambda,NA,Population growth rate,H4
Cirsium_arvense,Cirsium_arvense_Oak Lake Field Station,-2.612,0.311,Ordbeta,T0-T3,DIST,1,Oak Lake Field Station,R0,25.252242926155972,Net reproductive rate,H1
Cirsium_arvense,Cirsium_arvense_Oak Lake Field Station,-2.612,0.311,Ordbeta,T0-T3,DIST,1,Oak Lake Field Station,Reactivity,58.34730085192325,Reactivity,H3
Cirsium_arvense,Cirsium_arvense_Oak Lake Field Station,-2.612,0.311,Ordbeta,T0-T3,DIST,1,Oak Lake Field Station,T_generation,2.1605465557061305,Generation time,H2
Cirsium_arvense,Cirsium_arvense_Oak Lake Field Station,-2.612,0.311,Ordbeta,T0-T3,DIST,1,Oak Lake Field Station,age_repro,3.1980676328502415,Age at first reproduction,H2
Cirsium_arvense,Cirsium_arvense_Oak Lake Field Station,-2.612,0.311,Ordbeta,T0-T3,DIST,1,Oak Lake Field Station,percapita_repro,227.69000000000003,Per capita reproduction,H1
Cirsium_palustre,Cirsium_palustre_Ainsdale Dune Slacks,-2.918,0.398,Ordbeta,T0-T3,DIST,1,Ainsdale Dune Slacks,FirstStepAtt,0.07529815241716947,First step attenuation,H3
Cirsium_palustre,Cirsium_palustre_Ainsdale Dune Slacks,-2.918,0.398,Ordbeta,T0-T3,DIST,1,Ainsdale Dune Slacks,Lambda,1.4428002172428838,Population growth rate,H4
Cirsium_palustre,Cirsium_palustre_Ainsdale Dune Slacks,-2.918,0.398,Ordbeta,T0-T3,DIST,1,Ainsdale Dune Slacks,R0,3.976539091858819,Net reproductive rate,H1
Cirsium_palustre,Cirsium_palustre_Ainsdale Dune Slacks,-2.918,0.398,Ordbeta,T0-T3,DIST,1,Ainsdale Dune Slacks,Reactivity,135.40925764244574,Reactivity,H3
Cirsium_palustre,Cirsium_palustre_Ainsdale Dune Slacks,-2.918,0.398,Ordbeta,T0-T3,DIST,1,Ainsdale Dune Slacks,T_generation,3.4105738426838386,Generation time,H2
Cirsium_palustre,Cirsium_palustre_Ainsdale Dune Slacks,-2.918,0.398,Ordbeta,T0-T3,DIST,1,Ainsdale Dune Slacks,age_repro,4.644439392456942,Age at first reproduction,H2
Cirsium_palustre,Cirsium_palustre_Ainsdale Dune Slacks,-2.918,0.398,Ordbeta,T0-T3,DIST,1,Ainsdale Dune Slacks,percapita_repro,144.421424196392,Per capita reproduction,H1
Cirsium_vulgare,Cirsium_vulgare_Bad Lauchstaedt,-2.795,0.497,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,FirstStepAtt,0.08162031038146667,First step attenuation,H3
Cirsium_vulgare,Cirsium_vulgare_Bad Lauchstaedt,-2.795,0.497,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Lambda,0.7844344795818798,Population growth rate,H4
Cirsium_vulgare,Cirsium_vulgare_Bad Lauchstaedt,-2.795,0.497,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,R0,0.8195072926757907,Net reproductive rate,H1
Cirsium_vulgare,Cirsium_vulgare_Bad Lauchstaedt,-2.795,0.497,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Reactivity,59.0241586455382,Reactivity,H3
Cirsium_vulgare,Cirsium_vulgare_Bad Lauchstaedt,-2.795,0.497,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,T_generation,7.14988746903825,Generation time,H2
Cirsium_vulgare,Cirsium_vulgare_Bad Lauchstaedt,-2.795,0.497,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,age_repro,2.6409359478553704,Age at first reproduction,H2
Cirsium_vulgare,Cirsium_vulgare_Bad Lauchstaedt,-2.795,0.497,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,percapita_repro,63.92145,Per capita reproduction,H1
Cirsium_vulgare,Cirsium_vulgare_Bayreuth DRAGNet,-2.727,0.508,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,FirstStepAtt,0.08162031038146667,First step attenuation,H3
Cirsium_vulgare,Cirsium_vulgare_Bayreuth DRAGNet,-2.727,0.508,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,Lambda,0.7844344795818798,Population growth rate,H4
Cirsium_vulgare,Cirsium_vulgare_Bayreuth DRAGNet,-2.727,0.508,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,R0,0.8195072926757907,Net reproductive rate,H1
Cirsium_vulgare,Cirsium_vulgare_Bayreuth DRAGNet,-2.727,0.508,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,Reactivity,59.0241586455382,Reactivity,H3
Cirsium_vulgare,Cirsium_vulgare_Bayreuth DRAGNet,-2.727,0.508,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,T_generation,7.14988746903825,Generation time,H2
Cirsium_vulgare,Cirsium_vulgare_Bayreuth DRAGNet,-2.727,0.508,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,age_repro,2.6409359478553704,Age at first reproduction,H2
Cirsium_vulgare,Cirsium_vulgare_Bayreuth DRAGNet,-2.727,0.508,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,percapita_repro,63.92145,Per capita reproduction,H1
Cirsium_vulgare,Cirsium_vulgare_Cowichan,-2.919,0.39,Ordbeta,T0-T3,DIST,1,Cowichan,FirstStepAtt,0.08162031038146667,First step attenuation,H3
Cirsium_vulgare,Cirsium_vulgare_Cowichan,-2.919,0.39,Ordbeta,T0-T3,DIST,1,Cowichan,Lambda,0.7844344795818798,Population growth rate,H4
Cirsium_vulgare,Cirsium_vulgare_Cowichan,-2.919,0.39,Ordbeta,T0-T3,DIST,1,Cowichan,R0,0.8195072926757907,Net reproductive rate,H1
Cirsium_vulgare,Cirsium_vulgare_Cowichan,-2.919,0.39,Ordbeta,T0-T3,DIST,1,Cowichan,Reactivity,59.0241586455382,Reactivity,H3
Cirsium_vulgare,Cirsium_vulgare_Cowichan,-2.919,0.39,Ordbeta,T0-T3,DIST,1,Cowichan,T_generation,7.14988746903825,Generation time,H2
Cirsium_vulgare,Cirsium_vulgare_Cowichan,-2.919,0.39,Ordbeta,T0-T3,DIST,1,Cowichan,age_repro,2.6409359478553704,Age at first reproduction,H2
Cirsium_vulgare,Cirsium_vulgare_Cowichan,-2.919,0.39,Ordbeta,T0-T3,DIST,1,Cowichan,percapita_repro,63.92145,Per capita reproduction,H1
Cirsium_vulgare,Cirsium_vulgare_Ukulinga,-2.528,0.543,Ordbeta,T0-T3,DIST,1,Ukulinga,FirstStepAtt,0.08162031038146667,First step attenuation,H3
Cirsium_vulgare,Cirsium_vulgare_Ukulinga,-2.528,0.543,Ordbeta,T0-T3,DIST,1,Ukulinga,Lambda,0.7844344795818798,Population growth rate,H4
Cirsium_vulgare,Cirsium_vulgare_Ukulinga,-2.528,0.543,Ordbeta,T0-T3,DIST,1,Ukulinga,R0,0.8195072926757907,Net reproductive rate,H1
Cirsium_vulgare,Cirsium_vulgare_Ukulinga,-2.528,0.543,Ordbeta,T0-T3,DIST,1,Ukulinga,Reactivity,59.0241586455382,Reactivity,H3
Cirsium_vulgare,Cirsium_vulgare_Ukulinga,-2.528,0.543,Ordbeta,T0-T3,DIST,1,Ukulinga,T_generation,7.14988746903825,Generation time,H2
Cirsium_vulgare,Cirsium_vulgare_Ukulinga,-2.528,0.543,Ordbeta,T0-T3,DIST,1,Ukulinga,age_repro,2.6409359478553704,Age at first reproduction,H2
Cirsium_vulgare,Cirsium_vulgare_Ukulinga,-2.528,0.543,Ordbeta,T0-T3,DIST,1,Ukulinga,percapita_repro,63.92145,Per capita reproduction,H1
Cytisus_scoparius,Cytisus_scoparius_CEREEP - Ecotron IDF,-2.534,0.503,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,FirstStepAtt,0.37951910542775186,First step attenuation,H3
Cytisus_scoparius,Cytisus_scoparius_CEREEP - Ecotron IDF,-2.534,0.503,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Lambda,1.2132924652538926,Population growth rate,H4
Cytisus_scoparius,Cytisus_scoparius_CEREEP - Ecotron IDF,-2.534,0.503,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,R0,165.42888777388322,Net reproductive rate,H1
Cytisus_scoparius,Cytisus_scoparius_CEREEP - Ecotron IDF,-2.534,0.503,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Reactivity,1813.0487036999693,Reactivity,H3
Cytisus_scoparius,Cytisus_scoparius_CEREEP - Ecotron IDF,-2.534,0.503,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,T_generation,15.508802660332272,Generation time,H2
Cytisus_scoparius,Cytisus_scoparius_CEREEP - Ecotron IDF,-2.534,0.503,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,age_repro,5.705020983020115,Age at first reproduction,H2
Cytisus_scoparius,Cytisus_scoparius_CEREEP - Ecotron IDF,-2.534,0.503,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,percapita_repro,536.9848833458213,Per capita reproduction,H1
Daucus_carota,Daucus_carota_Agroscope Changins,-2.655,0.267,Ordbeta,T0-T3,DIST,1,Agroscope Changins,FirstStepAtt,0.01758673530383129,First step attenuation,H3
Daucus_carota,Daucus_carota_Agroscope Changins,-2.655,0.267,Ordbeta,T0-T3,DIST,1,Agroscope Changins,Lambda,1.7161044748521754,Population growth rate,H4
Daucus_carota,Daucus_carota_Agroscope Changins,-2.655,0.267,Ordbeta,T0-T3,DIST,1,Agroscope Changins,R0,6.1698230778493,Net reproductive rate,H1
Daucus_carota,Daucus_carota_Agroscope Changins,-2.655,0.267,Ordbeta,T0-T3,DIST,1,Agroscope Changins,Reactivity,NA,Reactivity,H3
Daucus_carota,Daucus_carota_Agroscope Changins,-2.655,0.267,Ordbeta,T0-T3,DIST,1,Agroscope Changins,T_generation,3.286335771933298,Generation time,H2
Daucus_carota,Daucus_carota_Agroscope Changins,-2.655,0.267,Ordbeta,T0-T3,DIST,1,Agroscope Changins,age_repro,4.184020439472138,Age at first reproduction,H2
Daucus_carota,Daucus_carota_Agroscope Changins,-2.655,0.267,Ordbeta,T0-T3,DIST,1,Agroscope Changins,percapita_repro,NA,Per capita reproduction,H1
Daucus_carota,Daucus_carota_Bad Lauchstaedt,-2.576,0.389,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,FirstStepAtt,0.01758673530383129,First step attenuation,H3
Daucus_carota,Daucus_carota_Bad Lauchstaedt,-2.576,0.389,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Lambda,1.7161044748521754,Population growth rate,H4
Daucus_carota,Daucus_carota_Bad Lauchstaedt,-2.576,0.389,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,R0,6.1698230778493,Net reproductive rate,H1
Daucus_carota,Daucus_carota_Bad Lauchstaedt,-2.576,0.389,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Reactivity,NA,Reactivity,H3
Daucus_carota,Daucus_carota_Bad Lauchstaedt,-2.576,0.389,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,T_generation,3.286335771933298,Generation time,H2
Daucus_carota,Daucus_carota_Bad Lauchstaedt,-2.576,0.389,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,age_repro,4.184020439472138,Age at first reproduction,H2
Daucus_carota,Daucus_carota_Bad Lauchstaedt,-2.576,0.389,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,percapita_repro,NA,Per capita reproduction,H1
Daucus_carota,Daucus_carota_CEREEP - Ecotron IDF,-1.787,0.298,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,FirstStepAtt,0.01758673530383129,First step attenuation,H3
Daucus_carota,Daucus_carota_CEREEP - Ecotron IDF,-1.787,0.298,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Lambda,1.7161044748521754,Population growth rate,H4
Daucus_carota,Daucus_carota_CEREEP - Ecotron IDF,-1.787,0.298,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,R0,6.1698230778493,Net reproductive rate,H1
Daucus_carota,Daucus_carota_CEREEP - Ecotron IDF,-1.787,0.298,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Reactivity,NA,Reactivity,H3
Daucus_carota,Daucus_carota_CEREEP - Ecotron IDF,-1.787,0.298,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,T_generation,3.286335771933298,Generation time,H2
Daucus_carota,Daucus_carota_CEREEP - Ecotron IDF,-1.787,0.298,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,age_repro,4.184020439472138,Age at first reproduction,H2
Daucus_carota,Daucus_carota_CEREEP - Ecotron IDF,-1.787,0.298,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,percapita_repro,NA,Per capita reproduction,H1
Daucus_carota,Daucus_carota_Churning Rapids,-2.238,0.444,Ordbeta,T0-T3,DIST,1,Churning Rapids,FirstStepAtt,0.01758673530383129,First step attenuation,H3
Daucus_carota,Daucus_carota_Churning Rapids,-2.238,0.444,Ordbeta,T0-T3,DIST,1,Churning Rapids,Lambda,1.7161044748521754,Population growth rate,H4
Daucus_carota,Daucus_carota_Churning Rapids,-2.238,0.444,Ordbeta,T0-T3,DIST,1,Churning Rapids,R0,6.1698230778493,Net reproductive rate,H1
Daucus_carota,Daucus_carota_Churning Rapids,-2.238,0.444,Ordbeta,T0-T3,DIST,1,Churning Rapids,Reactivity,NA,Reactivity,H3
Daucus_carota,Daucus_carota_Churning Rapids,-2.238,0.444,Ordbeta,T0-T3,DIST,1,Churning Rapids,T_generation,3.286335771933298,Generation time,H2
Daucus_carota,Daucus_carota_Churning Rapids,-2.238,0.444,Ordbeta,T0-T3,DIST,1,Churning Rapids,age_repro,4.184020439472138,Age at first reproduction,H2
Daucus_carota,Daucus_carota_Churning Rapids,-2.238,0.444,Ordbeta,T0-T3,DIST,1,Churning Rapids,percapita_repro,NA,Per capita reproduction,H1
Daucus_carota,Daucus_carota_Kellogg Biological Station (KBS),-2.628,0.304,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),FirstStepAtt,0.01758673530383129,First step attenuation,H3
Daucus_carota,Daucus_carota_Kellogg Biological Station (KBS),-2.628,0.304,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),Lambda,1.7161044748521754,Population growth rate,H4
Daucus_carota,Daucus_carota_Kellogg Biological Station (KBS),-2.628,0.304,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),R0,6.1698230778493,Net reproductive rate,H1
Daucus_carota,Daucus_carota_Kellogg Biological Station (KBS),-2.628,0.304,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),Reactivity,NA,Reactivity,H3
Daucus_carota,Daucus_carota_Kellogg Biological Station (KBS),-2.628,0.304,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),T_generation,3.286335771933298,Generation time,H2
Daucus_carota,Daucus_carota_Kellogg Biological Station (KBS),-2.628,0.304,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),age_repro,4.184020439472138,Age at first reproduction,H2
Daucus_carota,Daucus_carota_Kellogg Biological Station (KBS),-2.628,0.304,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),percapita_repro,NA,Per capita reproduction,H1
Daucus_carota,Daucus_carota_Kniezenberg,-2.67,0.486,Ordbeta,T0-T3,DIST,1,Kniezenberg,FirstStepAtt,0.01758673530383129,First step attenuation,H3
Daucus_carota,Daucus_carota_Kniezenberg,-2.67,0.486,Ordbeta,T0-T3,DIST,1,Kniezenberg,Lambda,1.7161044748521754,Population growth rate,H4
Daucus_carota,Daucus_carota_Kniezenberg,-2.67,0.486,Ordbeta,T0-T3,DIST,1,Kniezenberg,R0,6.1698230778493,Net reproductive rate,H1
Daucus_carota,Daucus_carota_Kniezenberg,-2.67,0.486,Ordbeta,T0-T3,DIST,1,Kniezenberg,Reactivity,NA,Reactivity,H3
Daucus_carota,Daucus_carota_Kniezenberg,-2.67,0.486,Ordbeta,T0-T3,DIST,1,Kniezenberg,T_generation,3.286335771933298,Generation time,H2
Daucus_carota,Daucus_carota_Kniezenberg,-2.67,0.486,Ordbeta,T0-T3,DIST,1,Kniezenberg,age_repro,4.184020439472138,Age at first reproduction,H2
Daucus_carota,Daucus_carota_Kniezenberg,-2.67,0.486,Ordbeta,T0-T3,DIST,1,Kniezenberg,percapita_repro,NA,Per capita reproduction,H1
Daucus_carota,Daucus_carota_Lublin,-2.321,0.384,Ordbeta,T0-T3,DIST,1,Lublin,FirstStepAtt,0.01758673530383129,First step attenuation,H3
Daucus_carota,Daucus_carota_Lublin,-2.321,0.384,Ordbeta,T0-T3,DIST,1,Lublin,Lambda,1.7161044748521754,Population growth rate,H4
Daucus_carota,Daucus_carota_Lublin,-2.321,0.384,Ordbeta,T0-T3,DIST,1,Lublin,R0,6.1698230778493,Net reproductive rate,H1
Daucus_carota,Daucus_carota_Lublin,-2.321,0.384,Ordbeta,T0-T3,DIST,1,Lublin,Reactivity,NA,Reactivity,H3
Daucus_carota,Daucus_carota_Lublin,-2.321,0.384,Ordbeta,T0-T3,DIST,1,Lublin,T_generation,3.286335771933298,Generation time,H2
Daucus_carota,Daucus_carota_Lublin,-2.321,0.384,Ordbeta,T0-T3,DIST,1,Lublin,age_repro,4.184020439472138,Age at first reproduction,H2
Daucus_carota,Daucus_carota_Lublin,-2.321,0.384,Ordbeta,T0-T3,DIST,1,Lublin,percapita_repro,NA,Per capita reproduction,H1
Echium_vulgare,Echium_vulgare_Algaida,-2.294,0.377,Ordbeta,T0-T3,DIST,1,Algaida,FirstStepAtt,0.22744924671374067,First step attenuation,H3
Echium_vulgare,Echium_vulgare_Algaida,-2.294,0.377,Ordbeta,T0-T3,DIST,1,Algaida,Lambda,1.54759800300862,Population growth rate,H4
Echium_vulgare,Echium_vulgare_Algaida,-2.294,0.377,Ordbeta,T0-T3,DIST,1,Algaida,R0,4.969907712,Net reproductive rate,H1
Echium_vulgare,Echium_vulgare_Algaida,-2.294,0.377,Ordbeta,T0-T3,DIST,1,Algaida,Reactivity,26.216110334289453,Reactivity,H3
Echium_vulgare,Echium_vulgare_Algaida,-2.294,0.377,Ordbeta,T0-T3,DIST,1,Algaida,T_generation,3.622409834789645,Generation time,H2
Echium_vulgare,Echium_vulgare_Algaida,-2.294,0.377,Ordbeta,T0-T3,DIST,1,Algaida,age_repro,3.718390804597701,Age at first reproduction,H2
Echium_vulgare,Echium_vulgare_Algaida,-2.294,0.377,Ordbeta,T0-T3,DIST,1,Algaida,percapita_repro,40.572,Per capita reproduction,H1
Elymus_repens,Elymus_repens_Agroscope Changins,-2.66,0.517,Ordbeta,T0-T3,DIST,1,Agroscope Changins,FirstStepAtt,3.047385171708314e-9,First step attenuation,H3
Elymus_repens,Elymus_repens_Agroscope Changins,-2.66,0.517,Ordbeta,T0-T3,DIST,1,Agroscope Changins,Lambda,NA,Population growth rate,H4
Elymus_repens,Elymus_repens_Agroscope Changins,-2.66,0.517,Ordbeta,T0-T3,DIST,1,Agroscope Changins,R0,74.20285511581928,Net reproductive rate,H1
Elymus_repens,Elymus_repens_Agroscope Changins,-2.66,0.517,Ordbeta,T0-T3,DIST,1,Agroscope Changins,Reactivity,NA,Reactivity,H3
Elymus_repens,Elymus_repens_Agroscope Changins,-2.66,0.517,Ordbeta,T0-T3,DIST,1,Agroscope Changins,T_generation,1.007744366082548,Generation time,H2
